bridge_id,bridge_number,bridge_name,host_link_id,road_link_name,road_class,region,station,corrected_longitude,corrected_latitude,chainage_from_start_of_road_km,missing_attribute_count,missing_attributes,safe_attribute_defaults_applied,legacy_backfill_field_count,legacy_backfill_sources,location_audit_status
bridge-230,B223,Bukoola,C271_Link04,Kitumbi Bridge - Bukwiri,C,Western,Hoima,31.625775,0.894128,79.572,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,23,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 231; km: Historical Bridges 18062025.xlsx::Bridges row 192; river: Historical Bridges 18062025.xlsx::Bridges row 192; no_of_span: Historical Bridges 18062025.xlsx::Bridges row 192; no_of_pier: Historical Bridges 18062025.xlsx::Bridges row 192; no_of_exp_joints: Historical Bridges 18062025.xlsx::Bridges row 192; no_of_lane: Historical Bridges 18062025.xlsx::Bridges row 192; owner: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 187; district_council: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 187; flow: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 187; town_left: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 187; town_right: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 187; abutment_l: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 187; abutment_r: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 187; approach_slab: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 187; abutment_gallery: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 187; type_bearings: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 187; superload_route: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 187; weight_load_restr: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 187; scour_protection: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 187; scour_risk: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 187; traffic_flow_directions: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 187; _mdb_2015_capture: BMS_Data2015_UNRA_Capture111.mdb,Placed on exact national road host link
bridge-231,B225,Mayanja Bridge,C320_Link01,Kapeeka - Singo Military Barracks - Kituuma,C,Central,Luwero,32.152593,0.687016,8.6,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,34,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 232; km: Historical Bridges 18062025.xlsx::Bridges row 193; river: Historical Bridges 18062025.xlsx::Bridges row 193; no_of_span: Historical Bridges 18062025.xlsx::Bridges row 193; no_of_pier: Historical Bridges 18062025.xlsx::Bridges row 193; no_of_exp_joints: Historical Bridges 18062025.xlsx::Bridges row 193; no_of_lane: Historical Bridges 18062025.xlsx::Bridges row 193; owner: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 171; district_council: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 171; flow: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 171; town_left: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 171; town_right: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 171; abutment_l: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 171; abutment_r: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 171; type_abutment_l: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 171; type_abutment_r: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 171; type_piers: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 171; type_para_rail: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 171; type_wearing_surface: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 171; type_exp_joints: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 171; approach_slab: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 171; abutment_gallery: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 171; type_bearings: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 171; superload_route: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 171; weight_load_restr: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 171; scour_protection: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 171; scour_risk: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 171; bridge_len: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 171; bridge_wid: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 171; width_between_para_rail: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 171; min_bridge_roadway_width: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 171; approach_roadway_width: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 171; traffic_flow_directions: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 171; _historical_bms_2019_20: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 171,Placed on exact national road host link
bridge-232,B227,Nkurungu,C373_Link02,Kabujogera - Mahyoro Junction,C,Southern,Ibanda,30.346495,-0.102558,21.514,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,25,km: Historical Bridges 18062025.xlsx::Bridges row 194; river: Historical Bridges 18062025.xlsx::Bridges row 194; no_of_exp_joints: Historical Bridges 18062025.xlsx::Bridges row 194; no_of_lane: Historical Bridges 18062025.xlsx::Bridges row 194; waterway_rating: Historical Bridge condition rating 2022.xlsx::Bridges row 194; substructure_rating: Historical Bridge condition rating 2022.xlsx::Bridges row 194; superstructure_rating: Historical Bridge condition rating 2022.xlsx::Bridges row 194; roadway_rating: Historical Bridge condition rating 2022.xlsx::Bridges row 194; approaches_rating: Historical Bridge condition rating 2022.xlsx::Bridges row 194; owner: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 188; district_council: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 188; flow: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 188; town_left: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 188; town_right: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 188; abutment_l: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 188; abutment_r: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 188; approach_slab: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 188; abutment_gallery: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 188; type_bearings: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 188; superload_route: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 188; weight_load_restr: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 188; scour_protection: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 188; scour_risk: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 188; traffic_flow_directions: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 188; _mdb_2015_capture: BMS_Data2015_UNRA_Capture111.mdb,Placed on exact national road host link
bridge-233,B228,Butembe Bridge,C452_Link01,Rukungiri - Station Boundary,C,Southern,Kabale,29.95874,-0.65191,19.6,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,4,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 234; abutment_l: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 172; abutment_r: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 172; _historical_bms_2019_20: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 172,Placed on exact national road host link
bridge-234,B229,Kyonyo,C416_Link02,Nsiika -  Bihanga -Katerera(Ishaka T/C),C,Southern,Ibanda,30.385658,-0.276937,28.707,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,20,comment: BMS_Data2015_UNRA_Capture111.mdb::tblI_Inspec row 47 latest 2011-07-30; km: Historical Bridges 18062025.xlsx::Bridges row 196; river: Historical Bridges 18062025.xlsx::Bridges row 196; no_of_exp_joints: Historical Bridges 18062025.xlsx::Bridges row 196; no_of_lane: Historical Bridges 18062025.xlsx::Bridges row 196; owner: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 193; district_council: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 193; flow: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 193; town_left: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 193; town_right: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 193; abutment_l: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 193; abutment_r: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 193; approach_slab: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 193; abutment_gallery: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 193; superload_route: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 193; weight_load_restr: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 193; scour_protection: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 193; scour_risk: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 193; traffic_flow_directions: BMS_Data2015_UNRA_Capture111.mdb::tblB_Bridge row 193; _mdb_2015_capture: BMS_Data2015_UNRA_Capture111.mdb,Placed on exact national road host link
bridge-235,B230,Maziba Bridge,C424_Link01,Old Kabale Road (Kigata - Kabunyonyi - N,C,Southern,Kabale,30.068232,-1.304579,12.1,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,3,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 236; km: Historical Bridges 18062025.xlsx::Bridges row 197; river: Historical Bridges 18062025.xlsx::Bridges row 197,Placed on exact national road host link
bridge-236,B231,Mpungu Bridge,C434_Link01,Ikumba - Nfasha - Ruhija - Mpungu - Hama,C,Southern,Kabale,29.690617,-0.987963,47,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,4,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 237; abutment_l: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 174; abutment_r: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 174; _historical_bms_2019_20: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 174,Placed on exact national road host link
bridge-237,B232,Mucha Bridge,C436_Link01,Kisoro - Nyabwishenya,C,Southern,Kabale,29.70794,-1.27031,1.964,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,5,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 238; km: Historical Bridges 18062025.xlsx::Bridges row 199; abutment_l: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 175; abutment_r: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 175; _historical_bms_2019_20: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 175,Placed on exact national road host link
bridge-238,B233,Kaku Bridge,C439_Link01,Natete - Busanza - Mpaka,C,Southern,Kabale,29.611802,-1.19903,12.3,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,5,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 239; abutment_l: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 176; abutment_r: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 176; remarks: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 176; _historical_bms_2019_20: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 176,Placed on exact national road host link
bridge-239,B234,Ishasha Bridge,C440_Link01,Kanyantorogo - Butogota,C,Southern,Kabale,29.640392,-0.841272,9.01,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,4,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 240; abutment_l: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 177; abutment_r: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 177; _historical_bms_2019_20: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 177,Placed on exact national road host link
bridge-240,B235,Muyaga Bridge,C440_Link02,Butogota - Kyeshero-Buhom,C,Southern,Kabale,29.636593,-0.908522,18.42,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,5,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 241; abutment_l: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 178; abutment_r: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 178; remarks: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 178; _historical_bms_2019_20: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 178,Placed on exact national road host link
bridge-241,B236,Kiruruma Bridge,C441_Link01,Katojo - Kihihi,C,Southern,Kabale,29.722196,-0.765182,13.2,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,4,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 242; abutment_l: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 179; abutment_r: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 179; _historical_bms_2019_20: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 179,Placed on exact national road host link
bridge-242,B237,Mitano 01,C442_Link02,Ruerere - Mitaano,C,Southern,Kabale,29.786006,-0.827071,32.35,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,4,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 243; abutment_l: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 180; abutment_r: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 180; _historical_bms_2019_20: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 180,Placed on exact national road host link
bridge-243,B238,Kabaale Bridge,C442_Link01,Rukungiri - Ruerere,C,Southern,Kabale,29.913584,-0.797383,1.9,9,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Bridge Length; Bridge Width,,5,comment: Historical BMS tblB_Bridge2-new.xlsx::tblB-Bridge2 row 244; abutment_l: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 181; abutment_r: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 181; width_between_para_rail: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 181; _historical_bms_2019_20: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 181,Placed on exact national road host link
